date,year,month,dow,intake_total_tpd,intake_foodww_tpd,intake_manure_tpd,intake_food_tpd,leach_pH,leach_TS_pct,leach_VS_pct,acid_pH,acid_TS_pct,acid_VS_pct,acid_CODcr_mgL,acid_TN_mgL,acid_NH3N_mgL,feed_A_tpd,feed_B_tpd,dig_T_A_C,dig_T_B_C,dig_pH_A,dig_pH_B,VFA_A_mgL,ALK_A_mgL,VFA_B_mgL,ALK_B_mgL,NH3N_A_mgL,NH3N_B_mgL,dig_TS_A_pct,dig_VS_A_pct,dig_TS_B_pct,dig_VS_B_pct,dig_CODcr_A_mgL,dig_CODcr_B_mgL,dig_TN_A_mgL,biogas_A_m3d,biogas_B_m3d,biogas_AB_raw_m3d,CH4_A_pct,CH4_B_pct,gasconc_CH4_pct,gasconc_CO2_pct,dewater_tpd,flag_TA_sensor_fault,flag_TB_sensor_fault,flag_ALKB_corrupted,flag_feed_frozen,flag_regime_2018,feed_AB_tpd,biogas_AB_m3d,CH4_pct,CH4_m3d,VFA_ALK_A,VFA_ALK_B,VS_load_tpd,HRT_d,OLR_kgVS_m3d,gas_per_VS_m3tVS,FAN_A_mgL,FAN_B_mgL
2018-03-20,2018,3,1,238.63,104.92,118.8,14.91,6.74,3.95,2.92,4.46,7.13,5.85,,,,87.0,86.0,38.0,38.0,7.9,7.9,2992.0,14868.0,2872.0,14938.0,,,2.68,1.31,2.59,1.36,,,,7189.0,7081.0,14270.0,,,,,372.0,0,0,0,0,1,173.0,14270.0,,,0.201238,0.192261,10.1205,46.242775,1.265062,1410.009387,,
2018-03-21,2018,3,2,254.24,183.47,60.11,10.66,6.76,3.45,2.36,4.45,8.43,7.03,,,,108.0,108.0,38.0,38.0,7.86,7.83,3073.0,15048.0,3134.0,15008.0,,,2.53,1.23,2.54,1.19,,,,8397.0,8224.0,16621.0,,,,,459.0,0,0,0,0,1,216.0,16621.0,,,0.204213,0.208822,15.1848,37.037037,1.8981,1094.581424,,
2018-03-22,2018,3,3,211.73,155.39,40.95,15.39,6.79,4.66,2.04,4.43,7.75,6.65,,,,100.0,61.0,38.0,37.9,7.93,7.9,3257.0,15208.0,3216.0,15088.0,,,2.53,1.18,2.47,1.15,,,,6183.0,7535.0,13718.0,,,,,377.0,0,0,0,0,1,161.0,13718.0,,,0.214164,0.21315,10.7065,49.689441,1.338312,1281.277728,,
2018-03-23,2018,3,4,235.67,182.07,41.39,12.21,,,,,,,,,,112.0,104.0,,,,,,,,,,,,,,,,,,7750.0,7830.0,15580.0,,,,,435.0,0,0,0,0,1,216.0,15580.0,,,,,,37.037037,,,,
2018-03-24,2018,3,5,160.52,100.83,39.15,20.54,,,,,,,,,,104.0,104.0,,,,,,,,,,,,,,,,,,6731.0,6549.0,13280.0,,,,,278.0,0,0,0,0,1,208.0,13280.0,,,,,,38.461538,,,,
2018-03-25,2018,3,6,0.0,,,,,,,,,,,,,92.0,87.0,,,,,,,,,,,,,,,,,,6457.0,6339.0,12796.0,,,,,422.0,0,0,0,0,1,179.0,12796.0,,,,,,44.692737,,,,
2018-03-26,2018,3,0,260.59,157.55,81.05,21.99,6.55,3.28,2.31,4.17,8.48,7.07,145780.0,,,85.0,86.0,37.9,37.9,7.8,7.82,3094.0,14728.0,3175.0,15628.0,2773.0,2603.0,2.56,1.15,2.59,1.31,23501.0,24449.0,4052.0,8081.0,8245.0,16326.0,,,,,212.0,0,0,0,0,1,171.0,16326.0,,,0.210076,0.203161,12.0897,46.783626,1.511212,1350.405717,219.060372,214.523179
2018-03-27,2018,3,1,253.89,127.83,109.76,16.3,6.62,4.21,2.94,4.34,10.15,8.97,,,,108.0,108.0,38.0,38.0,7.84,7.82,3237.0,15478.0,3156.0,14728.0,,,2.84,1.39,2.54,1.29,,,,8779.0,8915.0,17694.0,,,,,472.0,0,0,0,0,1,216.0,17694.0,,,0.209136,0.214286,19.3752,37.037037,2.4219,913.229283,,
2018-03-28,2018,3,2,163.35,151.89,,11.46,6.69,4.25,2.91,4.36,6.58,5.18,,,,103.0,102.0,38.1,38.2,7.84,7.82,3135.0,14888.0,3217.0,15408.0,,,2.58,1.26,2.65,1.3,,,,7580.0,7700.0,15280.0,,,,,304.0,0,0,0,0,1,205.0,15280.0,,,0.210572,0.208788,10.619,39.02439,1.327375,1438.930219,,
2018-03-29,2018,3,3,213.53,159.06,36.67,17.8,6.66,4.66,3.36,4.42,11.38,10.2,,,,108.0,108.0,37.9,38.0,7.84,7.86,3177.0,15368.0,3217.0,15118.0,,,2.62,1.28,2.63,1.28,,,,7894.0,7809.0,15703.0,,,,,418.0,0,0,0,0,1,216.0,15703.0,,,0.206728,0.212793,22.032,37.037037,2.754,712.73602,,
2018-03-30,2018,3,4,357.41,259.98,79.94,17.49,,,,,,,,,,91.0,93.0,,,,,,,,,,,,,,,,,,7251.0,6977.0,14228.0,,,,,256.0,0,0,0,0,1,184.0,14228.0,,,,,,43.478261,,,,
2018-03-31,2018,3,5,285.91,207.17,61.59,17.15,,,,,,,,,,97.0,98.0,,,,,,,,,,,,,,,,,,6520.0,6350.0,12870.0,,,,,358.0,0,0,0,0,1,195.0,12870.0,,,,,,41.025641,,,,
2018-04-01,2018,4,6,0.0,,,,,,,,,,,,,104.0,103.0,,,,,,,,,,,,,,,,,,6013.0,5895.0,11908.0,,,,,306.0,0,0,0,0,1,207.0,11908.0,,,,,,38.647343,,,,
2018-04-02,2018,4,0,267.63,134.22,112.42,20.99,6.91,2.26,1.48,4.08,8.07,6.71,113092.0,,,101.0,97.0,38.1,38.1,7.93,7.91,3094.0,15368.0,3054.0,14818.0,2382.0,2281.0,2.5,1.22,2.53,1.14,21835.0,18694.0,3821.0,5547.0,5587.0,11134.0,66.9,67.3,,,341.0,0,0,0,0,1,198.0,11134.0,67.1,7470.914,0.201327,0.206101,13.2858,40.40404,1.660725,838.037604,249.917515,229.633835
2018-04-03,2018,4,1,256.53,157.98,82.61,15.94,6.63,3.51,2.43,4.7,5.85,4.64,,,,98.0,97.0,38.0,38.0,7.84,7.82,3054.0,15048.0,3135.0,15198.0,,,2.51,1.18,2.54,1.09,,,,4799.0,4834.0,9633.0,68.0,67.9,,,335.0,0,0,0,0,1,195.0,9633.0,67.95,6545.6235,0.202951,0.206277,9.048,41.025641,1.131,1064.655172,,
2018-04-04,2018,4,2,269.86,184.21,75.02,10.63,6.66,3.25,2.25,4.64,6.29,5.46,,,,84.0,89.0,38.0,38.0,7.82,7.86,3156.0,15158.0,2992.0,15288.0,,,2.57,1.2,2.49,1.17,,,,4152.0,4015.0,8167.0,67.9,68.1,,,354.0,0,0,0,0,1,173.0,8167.0,68.0,5553.56,0.208207,0.195709,9.4458,46.242775,1.180725,864.617078,,
2018-04-05,2018,4,3,263.94,184.07,63.25,16.62,6.73,2.79,1.91,4.76,5.76,4.64,,,,82.0,83.0,38.1,38.1,7.78,7.82,3033.0,15108.0,3175.0,15008.0,,,2.54,1.19,2.46,1.1,,,,3557.0,3531.0,7088.0,67.6,67.5,,,296.0,0,0,0,0,1,165.0,7088.0,67.55,4787.944,0.200755,0.211554,7.656,48.484848,0.957,925.809822,,
2018-04-06,2018,4,4,289.81,213.92,64.02,11.87,,,,,,,,,,91.0,95.0,,,,,,,,,,,,,,,,,,3776.0,3687.0,7463.0,,,,,369.0,0,0,0,0,1,186.0,7463.0,,,,,,43.010753,,,,
2018-04-07,2018,4,5,176.85,157.09,,19.76,,,,,,,,,,87.0,87.0,,,,,,,,,,,,,,,,,,3661.0,3595.0,7256.0,,,,,378.0,0,0,0,0,1,174.0,7256.0,,,,,,45.977011,,,,
2018-04-08,2018,4,6,41.66,,41.66,,,,,,,,,,,80.0,82.0,,,,,,,,,,,,,,,,,,3715.0,3740.0,7455.0,,,,,358.0,0,0,0,0,1,162.0,7455.0,,,,,,49.382716,,,,
2018-04-09,2018,4,0,189.97,134.08,35.38,20.51,6.58,3.49,2.59,4.21,6.21,4.9,93714.0,4053.0,,62.0,62.0,38.0,38.1,7.86,7.83,3155.0,15228.0,3054.0,15098.0,2948.0,2810.0,2.47,1.1,2.51,1.18,20599.0,19332.0,3986.0,2842.0,2803.0,5645.0,66.5,66.4,,,217.0,0,0,0,0,1,124.0,5645.0,66.45,3751.1025,0.207184,0.202278,6.076,64.516129,0.7595,929.065174,265.861276,239.351114
2018-04-10,2018,4,1,286.19,158.61,112.04,15.54,6.52,3.98,2.89,4.91,6.25,5.14,,,,71.0,69.0,37.9,38.1,7.84,7.83,3196.0,15158.0,3135.0,15118.0,,,2.36,1.1,2.51,1.08,,,,3052.0,3199.0,6251.0,67.0,67.4,,,356.0,0,0,0,0,1,140.0,6251.0,67.2,4200.672,0.210846,0.207369,7.196,57.142857,0.8995,868.677043,,
2018-04-11,2018,4,2,154.41,76.96,65.31,12.14,,,,,,,,,,84.0,87.0,,,,,,,,,,,,,,,,,,4065.0,3962.0,8027.0,,,,,287.0,0,0,0,0,1,171.0,8027.0,,,,,,46.783626,,,,
2018-04-12,2018,4,3,339.12,238.45,83.27,17.4,6.87,5.56,4.13,4.62,6.4,5.19,,,,85.0,85.0,37.9,37.9,7.89,7.86,3054.0,15148.0,3176.0,15428.0,,,2.54,1.19,2.35,1.09,,,,3748.0,3761.0,7509.0,66.5,66.4,,,288.0,0,0,0,0,1,170.0,7509.0,66.45,4989.7305,0.201611,0.205859,8.823,47.058824,1.102875,851.071064,,
2018-04-13,2018,4,4,149.55,132.67,,16.88,,,,,,,,,,95.0,95.0,,,,,,,,,,,,,,,,,,4156.0,4157.0,8313.0,,,,,429.0,0,0,0,0,1,190.0,8313.0,,,,,,42.105263,,,,
2018-04-14,2018,4,5,261.93,183.19,70.27,8.47,,,,,,,,,,112.0,110.0,,,,,,,,,,,,,,,,,,5110.0,5381.0,10491.0,,,,,458.0,0,0,0,0,1,222.0,10491.0,,,,,,36.036036,,,,
2018-04-15,2018,4,6,0.0,,,,,,,,,,,,,108.0,108.0,,,,,,,,,,,,,,,,,,4926.0,4984.0,9910.0,,,,,397.0,0,0,0,0,1,216.0,9910.0,,,,,,37.037037,,,,
2018-04-16,2018,4,0,293.77,161.42,106.9,25.45,6.64,3.09,2.18,4.64,6.11,4.87,81740.0,,,62.0,62.0,38.0,38.0,7.85,7.83,3256.0,15488.0,3135.0,15168.0,2973.0,2724.0,2.44,1.09,2.48,1.16,18738.0,19756.0,3936.0,2871.0,2967.0,5838.0,66.6,66.4,,,284.0,0,0,0,0,1,124.0,5838.0,66.5,3882.27,0.210227,0.206685,6.0388,64.516129,0.75485,966.748361,262.551778,230.651767
2018-04-17,2018,4,1,283.24,187.96,79.11,16.17,6.84,3.38,2.48,4.82,5.59,4.48,,,,108.0,108.0,38.0,38.0,7.86,7.84,3196.0,15368.0,3155.0,15268.0,,,2.45,1.09,2.49,1.07,,,,4114.0,4160.0,8274.0,66.3,66.1,,,432.0,0,0,0,0,1,216.0,8274.0,66.2,5477.388,0.207965,0.206641,9.6768,37.037037,1.2096,855.034722,,
2018-04-18,2018,4,2,221.21,130.7,78.8,11.71,7.03,3.31,2.43,4.75,5.84,4.61,,,,98.0,97.0,37.9,37.9,7.87,7.86,3134.0,15758.0,3074.0,15688.0,,,2.44,1.13,2.38,1.06,,,,3776.0,3843.0,7619.0,66.6,66.5,,,422.0,0,0,0,0,1,195.0,7619.0,66.55,5070.4445,0.198883,0.195946,8.9895,41.025641,1.123688,847.544357,,
2018-04-19,2018,4,3,244.0,185.19,41.29,17.52,6.65,3.73,2.8,4.87,5.59,4.49,,,,108.0,108.0,37.9,35.4,7.86,7.85,3074.0,15875.0,3095.0,15398.0,,,2.36,1.1,2.51,1.08,,,,4079.0,4187.0,8266.0,66.8,66.5,,,365.0,0,0,0,0,1,216.0,8266.0,66.65,5509.289,0.193638,0.201,9.6984,37.037037,1.2123,852.305535,,
2018-04-20,2018,4,4,268.42,185.69,65.95,16.78,,,,,,,,,,108.0,108.0,,,,,,,,,,,,,,,,,,4071.0,4043.0,8114.0,,,,,444.0,0,0,0,0,1,216.0,8114.0,,,,,,37.037037,,,,
2018-04-21,2018,4,5,219.71,161.29,40.97,17.45,,,,,,,,,,108.0,108.0,,,,,,,,,,,,,,,,,,4032.0,4147.0,8179.0,,,,,465.0,0,0,0,0,1,216.0,8179.0,,,,,,37.037037,,,,
2018-04-22,2018,4,6,0.0,,,,,,,,,,,,,109.0,109.0,,,,,,,,,,,,,,,,,,4217.0,4138.0,8355.0,,,,,476.0,0,0,0,0,1,218.0,8355.0,,,,,,36.697248,,,,
2018-04-23,2018,4,0,235.37,133.71,81.72,19.94,6.88,3.04,1.98,4.99,5.22,4.08,79893.0,,,96.0,97.0,38.4,38.1,7.98,7.97,3155.0,15688.0,3195.0,15418.0,2793.0,2677.0,2.37,1.0,2.41,1.08,17986.0,23539.0,3880.0,3518.0,3598.0,7116.0,66.7,66.9,,,445.0,0,0,0,0,1,193.0,7116.0,66.8,4753.488,0.201109,0.207225,7.8744,41.450777,0.9843,903.6879,330.260635,304.880255
2018-04-24,2018,4,1,214.79,104.75,94.49,15.55,6.87,2.63,1.67,4.78,5.96,4.83,,,,110.0,109.0,38.0,38.0,7.9,7.88,3216.0,15628.0,3237.0,15338.0,,,2.44,1.09,2.53,1.09,,,,4210.0,4297.0,8507.0,66.9,66.9,,,455.0,0,0,0,0,1,219.0,8507.0,66.9,5691.183,0.205784,0.211044,10.5777,36.52968,1.322212,804.239107,,
2018-04-25,2018,4,2,277.48,159.06,107.57,10.85,7.45,2.72,1.76,4.72,6.52,5.21,,,,108.0,108.0,38.0,38.0,7.89,7.86,3135.0,15088.0,3216.0,15308.0,,,2.37,1.1,2.39,1.06,,,,4451.0,4501.0,8952.0,66.9,66.8,,,397.0,0,0,0,0,1,216.0,8952.0,66.85,5984.412,0.207781,0.210086,11.2536,37.037037,1.4067,795.47878,,
2018-04-26,2018,4,3,227.07,131.57,77.55,17.95,7.3,3.71,2.57,4.77,6.53,5.33,,,,108.0,108.0,38.0,38.1,8.13,8.12,3155.0,15198.0,3237.0,15208.0,,,2.4,0.98,2.54,1.19,,,,4733.0,4909.0,9642.0,66.8,66.7,,,408.0,0,0,0,0,1,216.0,9642.0,66.75,6436.035,0.207593,0.212849,11.5128,37.037037,1.4391,837.502606,,
2018-04-27,2018,4,4,182.92,107.27,71.56,4.09,,,,,,,,,,108.0,108.0,,,,,,,,,,,,,,,,,,6307.0,6522.0,12829.0,,,,,393.0,0,0,0,0,1,216.0,12829.0,,,,,,37.037037,,,,
2018-04-28,2018,4,5,289.17,156.74,108.97,23.46,,,,,,,,,,104.0,100.0,,,,,,,,,,,,,,,,,,5850.0,6259.0,12109.0,,,,,364.0,0,0,0,0,1,204.0,12109.0,,,,,,39.215686,,,,
2018-04-29,2018,4,6,0.0,,,,,,,,,,,,,111.0,107.0,,,,,,,,,,,,,,,,,,6098.0,6471.0,12569.0,,,,,412.0,0,0,0,0,1,218.0,12569.0,,,,,,36.697248,,,,
2018-04-30,2018,4,0,196.78,134.18,40.94,21.66,6.84,3.82,2.62,5.06,6.55,5.25,105869.0,4237.0,,106.0,101.0,38.0,37.9,8.03,8.04,2972.0,15638.0,2890.0,15408.0,2706.0,2687.0,2.55,1.2,2.47,1.16,19356.0,18998.0,3709.0,5680.0,5969.0,11649.0,67.6,67.7,,,498.0,0,0,0,0,1,207.0,11649.0,67.65,7880.5485,0.19005,0.187565,10.8675,38.647343,1.358438,1071.911663,346.006777,348.561312
2018-05-01,2018,5,1,245.97,131.9,97.13,16.94,,,,,,,,,,108.0,108.0,,,,,,,,,,,,,,,,,,5233.0,5370.0,10603.0,,,,,416.0,0,0,0,0,1,216.0,10603.0,,,,,,37.037037,,,,
2018-05-02,2018,5,2,295.67,186.97,100.91,7.79,7.09,4.52,3.23,4.92,7.07,5.77,,,,104.0,104.0,37.9,38.0,7.92,7.92,2871.0,15368.0,2666.0,14868.0,,,2.53,1.18,2.51,1.22,,,,5047.0,4998.0,10045.0,69.1,69.0,,,361.0,0,0,0,0,1,208.0,10045.0,69.05,6936.0725,0.186817,0.179311,12.0016,38.461538,1.5002,836.971737,,
2018-05-03,2018,5,3,240.39,106.09,121.48,12.82,7.14,4.68,3.33,4.85,7.68,6.39,,,,108.0,108.0,37.5,38.0,8.08,8.05,3052.0,15558.0,3033.0,15078.0,,,2.71,1.18,2.54,0.99,,,,5713.0,5785.0,11498.0,67.9,67.7,,,416.0,0,0,0,0,1,216.0,11498.0,67.8,7795.644,0.196169,0.201154,13.8024,37.037037,1.7253,833.043529,,
2018-05-04,2018,5,4,252.37,159.88,82.98,9.51,,,,,,,,,,108.0,108.0,,,,,,,,,,,,,,,,,,7119.0,7099.0,14218.0,,,,,386.0,0,0,0,0,1,216.0,14218.0,,,,,,37.037037,,,,
2018-05-05,2018,5,5,187.33,130.59,38.78,17.96,,,,,,,,,,110.0,100.0,,,,,,,,,,,,,,,,,,9058.0,9799.0,18857.0,,,,,340.0,0,0,0,0,1,210.0,18857.0,,,,,,38.095238,,,,
2018-05-06,2018,5,6,0.0,,,,,,,,,,,,,72.0,72.0,,,,,,,,,,,,,,,,,,9355.0,9911.0,19266.0,,,,,337.0,0,0,0,0,1,144.0,19266.0,,,,,,55.555556,,,,
2018-05-07,2018,5,0,228.68,135.0,77.42,16.26,,,,,,,,,,73.0,77.0,,,,,,,,,,,,,,,,,,9717.0,9678.0,19395.0,,,,,371.0,0,0,0,0,1,150.0,19395.0,,,,,,53.333333,,,,
2018-05-08,2018,5,1,289.9,160.79,114.08,15.03,6.97,3.7,2.53,4.88,6.91,5.71,,,,99.0,98.0,37.9,38.3,7.96,7.96,3053.0,15458.0,3073.0,15348.0,,,2.7,1.42,2.8,1.42,,,,9092.0,9014.0,18106.0,71.2,71.0,,,342.0,0,0,0,0,1,197.0,18106.0,71.1,12873.366,0.197503,0.200222,11.2487,40.609137,1.406088,1609.608221,,
2018-05-09,2018,5,2,284.84,186.95,84.94,12.95,6.94,3.65,2.57,4.85,7.06,5.77,106974.0,,,96.0,95.0,38.3,38.0,7.98,7.96,3073.0,15638.0,3073.0,15428.0,,,2.84,1.39,2.88,1.36,28388.0,23303.0,3771.0,7559.0,7264.0,14823.0,71.0,71.1,,,298.0,0,0,0,0,1,191.0,14823.0,71.05,10531.7415,0.196509,0.199183,11.0207,41.884817,1.377588,1345.014382,,
2018-05-10,2018,5,3,254.04,130.52,102.68,20.84,6.92,4.25,3.01,4.79,6.84,5.55,,,,86.0,86.0,38.1,38.0,7.96,7.94,3135.0,15688.0,3194.0,15828.0,,,2.61,1.28,2.71,1.18,,,,5907.0,5757.0,11664.0,70.1,70.2,,,363.0,0,0,0,0,1,172.0,11664.0,70.15,8182.296,0.199834,0.201794,9.546,46.511628,1.19325,1221.873036,,
2018-05-11,2018,5,4,267.9,156.53,98.15,13.22,,,,,,,,,,69.0,68.0,,,,,,,,,,,,,,,,,,4274.0,4819.0,9093.0,,,,,308.0,0,0,0,0,1,137.0,9093.0,,,,,,58.394161,,,,
2018-05-12,2018,5,5,261.55,128.68,113.77,19.1,,,,,,,,,,88.0,88.0,,,,,,,,,,,,,,,,,,5002.0,5532.0,10534.0,,,,,245.0,0,0,0,0,1,176.0,10534.0,,,,,,45.454545,,,,
2018-05-13,2018,5,6,0.0,,,,,,,,,,,,,63.0,62.0,,,,,,,,,,,,,,,,,,4140.0,4364.0,8504.0,,,,,195.0,0,0,0,0,1,125.0,8504.0,,,,,,64.0,,,,
2018-05-14,2018,5,0,266.02,161.59,86.76,17.67,7.19,4.01,2.84,4.79,6.77,5.49,94229.0,3807.0,,52.0,50.0,38.0,38.1,8.09,8.1,3134.0,15778.0,3074.0,15158.0,,,2.54,1.09,2.49,1.16,19031.0,20039.0,3926.0,2568.0,2805.0,5373.0,67.0,67.1,,,310.0,0,0,0,0,1,102.0,5373.0,67.05,3602.5965,0.198631,0.202797,5.5998,78.431373,0.699975,959.498554,,
2018-05-15,2018,5,1,276.32,159.39,98.68,18.25,7.08,3.61,2.64,4.79,6.64,5.35,,,,81.0,81.0,38.1,38.2,8.05,8.03,2786.0,15918.0,2868.0,15748.0,,,2.71,1.28,2.64,1.29,,,,3800.0,3965.0,7765.0,66.4,66.2,,,260.0,0,0,0,0,1,162.0,7765.0,66.3,5148.195,0.175022,0.182118,8.667,49.382716,1.083375,895.92708,,
2018-05-16,2018,5,2,242.38,188.55,37.04,16.79,7.2,4.05,2.9,4.81,7.0,5.7,,,,69.0,67.0,38.1,38.2,7.92,7.91,2991.0,15818.0,3073.0,15848.0,,,2.61,1.18,2.66,1.16,,,,3447.0,3596.0,7043.0,66.0,66.1,,,308.0,0,0,0,0,1,136.0,7043.0,66.05,4651.9015,0.189088,0.193905,7.752,58.823529,0.969,908.539732,,
2018-05-17,2018,5,3,217.6,133.97,83.63,,7.22,4.35,3.18,4.5,8.6,7.24,,,,108.0,108.0,38.0,38.1,8.05,8.04,2870.0,15798.0,2828.0,15788.0,,,2.62,1.18,2.79,1.27,,,,6185.0,6353.0,12538.0,64.9,64.6,,,466.0,0,0,0,0,1,216.0,12538.0,64.75,8118.355,0.181669,0.179123,15.6384,37.037037,1.9548,801.744424,,
2018-05-18,2018,5,4,235.4,161.79,63.02,10.59,,,,,,,,,,108.0,108.0,,,,,,,,,,,,,,,,,,6897.0,7162.0,14059.0,,,,,354.0,0,0,0,0,1,216.0,14059.0,,,,,,37.037037,,,,
2018-05-19,2018,5,5,274.14,160.64,94.34,19.16,,,,,,,,,,102.0,101.0,,,,,,,,,,,,,,,,,,6647.0,6844.0,13491.0,,,,,381.0,0,0,0,0,1,203.0,13491.0,,,,,,39.408867,,,,
2018-05-20,2018,5,6,0.0,,,,,,,,,,,,,105.0,104.0,,,,,,,,,,,,,,,,,,7141.0,7366.0,14507.0,,,,,391.0,0,0,0,0,1,209.0,14507.0,,,,,,38.277512,,,,
2018-05-21,2018,5,0,231.82,131.86,99.96,,7.24,3.9,2.67,4.63,8.42,6.95,129786.0,,,85.0,84.0,38.0,38.1,7.96,7.94,2889.0,16378.0,3032.0,16308.0,2885.0,2807.0,2.74,1.39,2.58,1.16,23468.0,16766.0,3871.0,6372.0,6374.0,12746.0,68.5,67.7,,,265.0,0,0,0,0,1,169.0,12746.0,68.1,8680.026,0.176395,0.185921,11.7455,47.337278,1.468188,1085.181559,320.07288,300.633435
2018-05-22,2018,5,1,313.42,186.83,109.83,16.76,,,,,,,,,,71.0,73.0,,,,,,,,,,,,,,,,,,5168.0,5230.0,10398.0,,,,,381.0,0,0,0,0,1,144.0,10398.0,,,,,,55.555556,,,,
2018-05-23,2018,5,2,287.75,185.39,89.81,12.55,7.17,4.34,2.97,4.65,8.47,6.99,,,,96.0,96.0,38.1,37.9,8.03,8.01,3133.0,16548.0,3092.0,16328.0,,,2.63,1.18,2.58,1.17,,,,6459.0,6534.0,12993.0,67.8,67.7,,,280.0,0,0,0,0,1,192.0,12993.0,67.75,8802.7575,0.189328,0.189368,13.4208,41.666667,1.6776,968.124106,,
2018-05-24,2018,5,3,243.59,131.1,93.74,18.75,7.38,4.08,2.85,4.6,8.02,6.63,,,,81.0,84.0,38.0,37.9,7.97,7.97,3032.0,15918.0,2990.0,15768.0,,,2.9,1.28,2.7,1.27,,,,5572.0,5576.0,11148.0,68.3,67.8,,,458.0,0,0,0,0,1,165.0,11148.0,68.05,7586.214,0.190476,0.189625,10.9395,48.484848,1.367438,1019.059372,,
2018-05-25,2018,5,4,140.49,129.33,,11.16,,,,,,,,,,106.0,106.0,,,,,,,,,,,,,,,,,,6965.0,7091.0,14056.0,,,,,330.0,0,0,0,0,1,212.0,14056.0,,,,,,37.735849,,,,
2018-05-26,2018,5,5,263.78,134.44,112.04,17.3,,,,,,,,,,106.0,106.0,,,,,,,,,,,,,,,,,,7003.0,7108.0,14111.0,,,,,357.0,0,0,0,0,1,212.0,14111.0,,,,,,37.735849,,,,
2018-05-27,2018,5,6,0.0,,,,,,,,,,,,,80.0,80.0,,,,,,,,,,,,,,,,,,5924.0,6147.0,12071.0,,,,,231.0,0,0,0,0,1,160.0,12071.0,,,,,,50.0,,,,
2018-05-28,2018,5,0,307.08,158.03,131.32,17.73,7.21,3.26,2.2,4.68,7.66,6.4,109810.0,,,83.0,82.0,38.0,37.9,7.98,7.97,3153.0,16798.0,3091.0,16548.0,3173.0,2888.0,2.65,1.19,2.85,1.35,21054.0,20793.0,4021.0,4963.0,5163.0,10126.0,67.3,67.1,,,387.0,0,0,0,0,1,165.0,10126.0,67.2,6804.672,0.187701,0.18679,10.56,48.484848,1.32,958.901515,366.697786,325.145099
2018-05-29,2018,5,1,210.56,134.09,58.79,17.68,7.51,3.73,2.58,4.71,7.07,5.8,,,,108.0,108.0,38.0,38.0,7.98,7.97,3479.0,16978.0,3439.0,16898.0,,,2.53,1.18,2.78,1.27,,,,5811.0,5930.0,11741.0,66.6,66.7,,,329.0,0,0,0,0,1,216.0,11741.0,66.65,7825.3765,0.204912,0.203515,12.528,37.037037,1.566,937.180715,,
2018-05-30,2018,5,2,300.89,189.74,98.8,12.35,7.5,3.12,2.1,4.69,7.02,5.73,,,,108.0,108.0,38.1,38.0,7.98,7.96,3215.0,16568.0,3214.0,16468.0,,,2.72,1.19,2.62,1.18,,,,5650.0,5834.0,11484.0,65.2,65.3,,,372.0,0,0,0,0,1,216.0,11484.0,65.25,7493.31,0.194049,0.195166,12.3768,37.037037,1.5471,927.865038,,
2018-05-31,2018,5,3,251.69,108.46,122.97,20.26,7.48,3.61,2.47,4.74,6.78,5.5,,,,104.0,104.0,38.0,38.0,8.08,8.08,3215.0,16498.0,3257.0,16478.0,,,2.81,1.28,2.79,1.37,,,,5250.0,5339.0,10589.0,66.2,66.0,,,426.0,0,0,0,0,1,208.0,10589.0,66.1,6999.329,0.194872,0.197657,11.44,38.461538,1.43,925.611888,,
2018-06-01,2018,6,4,274.93,160.5,103.64,10.79,,,,,,,,,,108.0,108.0,,,,,,,,,,,,,,,,,,5360.0,5515.0,10875.0,,,,,290.0,0,0,0,0,1,216.0,10875.0,,,,,,37.037037,,,,
2018-06-02,2018,6,5,222.03,161.59,43.06,17.38,,,,,,,,,,108.0,108.0,,,,,,,,,,,,,,,,,,5268.0,5438.0,10706.0,,,,,359.0,0,0,0,0,1,216.0,10706.0,,,,,,37.037037,,,,
2018-06-03,2018,6,6,63.63,,63.63,,,,,,,,,,,108.0,108.0,,,,,,,,,,,,,,,,,,5973.0,6107.0,12080.0,,,,,329.0,0,0,0,0,1,216.0,12080.0,,,,,,37.037037,,,,
2018-06-04,2018,6,0,189.31,134.34,36.41,18.56,7.46,3.51,2.43,4.76,7.14,5.75,105290.0,,,108.0,108.0,37.9,37.9,7.97,7.98,3335.0,17418.0,3355.0,17168.0,3014.0,2696.0,2.81,1.28,2.85,1.26,20007.0,22894.0,3794.0,5785.0,5972.0,11757.0,66.0,65.6,,,347.0,0,0,0,0,1,216.0,11757.0,65.8,7736.106,0.191469,0.195422,12.42,37.037037,1.5525,946.618357,339.330793,309.786503
2018-06-05,2018,6,1,268.083,162.68,87.62,17.783,7.69,2.46,1.65,4.77,6.87,5.55,,,,108.0,108.0,37.9,38.0,8.0,7.98,3274.0,17158.0,3336.0,17188.0,,,2.73,1.28,2.62,1.18,,,,5341.0,5365.0,10706.0,66.5,66.5,,,360.0,0,0,0,0,1,216.0,10706.0,66.5,7119.49,0.190815,0.194089,11.988,37.037037,1.4985,893.059726,,
2018-06-06,2018,6,2,316.75,189.58,113.73,13.44,,,,,,,,,,113.0,113.0,,,,,,,,,,,,,,,,,,4914.0,5115.0,10029.0,,,,,334.0,0,0,0,0,1,226.0,10029.0,,,,,,35.39823,,,,
